ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
PG,2025-12-15,PG260320C00100000,PG,2026-03-20 16:00:00 -04:00,call,100,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,43.7,77,45.625,47.55,71,45.74,1,1,True,45.13,0.495,145.13,,,,,
PG,2025-12-15,PG260320C00105000,PG,2026-03-20 16:00:00 -04:00,call,105,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,38.75,87,40.725,42.7,71,53.7,1,0,True,40.13,0.595,145.13,,,,,
PG,2025-12-15,PG260320C00110000,PG,2026-03-20 16:00:00 -04:00,call,110,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,34.4,70,36.1,37.8,70,36.0,3,0,True,35.13,0.97,145.13,,,,,
PG,2025-12-15,PG260320C00115000,PG,2026-03-20 16:00:00 -04:00,call,115,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,29.0,125,30.55,32.1,125,28.4,20,0,True,30.13,0.42,145.13,,,,,
PG,2025-12-15,PG260320C00120000,PG,2026-03-20 16:00:00 -04:00,call,120,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,24.15,108,25.375,26.6,78,21.5,15,0,True,25.13,0.245,145.13,,,,,
PG,2025-12-15,PG260320C00125000,PG,2026-03-20 16:00:00 -04:00,call,125,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,19.45,115,21.075,22.7,109,20.15,8,4,True,20.13,0.945,145.13,,,,,
PG,2025-12-15,PG260320C00130000,PG,2026-03-20 16:00:00 -04:00,call,130,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,15.0,210,16.575,18.15,208,13.8,30,0,True,15.13,1.445,145.13,,,,,
PG,2025-12-15,PG260320C00135000,PG,2026-03-20 16:00:00 -04:00,call,135,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,12.35,419,12.875,13.4,332,12.9,161,21,True,10.13,2.745,145.13,,,,,
PG,2025-12-15,PG260320C00140000,PG,2026-03-20 16:00:00 -04:00,call,140,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,7.45,683,9.025,10.6,513,9.35,626,128,True,5.13,3.895,145.13,,,,,
PG,2025-12-15,PG260320C00145000,PG,2026-03-20 16:00:00 -04:00,call,145,2025-01-24 09:30:00 -05:00,95,2025-12-15 16:00:00 -05:00,6.05,9,6.2,6.35,46,6.15,1968,141,True,0.13,6.07,145.13,,,,,
