ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,iv,delta,gamma,theta,vega
PG,2025-05-27,PG250627C00120000,PG,2025-06-27 16:00:00 -04:00,call,120,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,46.5,70,48.3,50.1,70,0.0,0,0,True,47.76,0.54,167.76,,,,,
PG,2025-05-27,PG250627C00125000,PG,2025-06-27 16:00:00 -04:00,call,125,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,41.4,70,43.025,44.65,70,0.0,0,0,True,42.76,0.265,167.76,,,,,
PG,2025-05-27,PG250627C00130000,PG,2025-06-27 16:00:00 -04:00,call,130,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,36.9,70,38.575,40.25,70,0.0,0,0,True,37.76,0.815,167.76,,,,,
PG,2025-05-27,PG250627C00135000,PG,2025-06-27 16:00:00 -04:00,call,135,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,31.95,70,32.975,34.0,70,0.0,0,0,True,32.76,0.215,167.76,,,,,
PG,2025-05-27,PG250627C00140000,PG,2025-06-27 16:00:00 -04:00,call,140,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,27.65,75,28.3,28.95,43,0.0,0,0,True,27.76,0.54,167.76,,,,,
PG,2025-05-27,PG250627C00145000,PG,2025-06-27 16:00:00 -04:00,call,145,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,23.25,35,23.6,23.95,39,18.87,1,0,True,22.76,0.84,167.76,,,,,
PG,2025-05-27,PG250627C00150000,PG,2025-06-27 16:00:00 -04:00,call,150,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,18.35,42,19.125,19.9,75,0.0,0,0,True,17.76,1.365,167.76,,,,,
PG,2025-05-27,PG250627C00155000,PG,2025-06-27 16:00:00 -04:00,call,155,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,13.55,40,13.9,14.25,10,8.65,1,0,True,12.76,1.14,167.76,,,,,
PG,2025-05-27,PG250627C00160000,PG,2025-06-27 16:00:00 -04:00,call,160,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,9.15,12,9.375,9.6,12,8.62,42,5,True,7.76,1.615,167.76,,,,,
PG,2025-05-27,PG250627C00165000,PG,2025-06-27 16:00:00 -04:00,call,165,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,4.15,275,5.075,6.0,284,5.27,345,9,True,2.76,2.315,167.76,,,,,
PG,2025-05-27,PG250627C00170000,PG,2025-06-27 16:00:00 -04:00,call,170,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,2.07,222,2.285,2.5,1,2.4,190,22,False,0.0,2.285,167.76,,,,,
PG,2025-05-27,PG250627C00175000,PG,2025-06-27 16:00:00 -04:00,call,175,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.67,10,0.925,1.18,60,0.75,886,74,False,0.0,0.925,167.76,,,,,
PG,2025-05-27,PG250627C00180000,PG,2025-06-27 16:00:00 -04:00,call,180,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.12,16,0.38,0.64,337,0.2,4,1,False,0.0,0.38,167.76,,,,,
PG,2025-05-27,PG250627C00185000,PG,2025-06-27 16:00:00 -04:00,call,185,2025-05-08 09:30:00 -04:00,31,2025-05-27 16:00:00 -04:00,0.0,0,0.7,1.4,270,0.0,0,0,False,0.0,0.7,167.76,,,,,
