ticker,collection_date,optionSymbol,underlying,expiration,side,strike,firstTraded,dte,updated,bid,bidSize,mid,ask,askSize,last,openInterest,volume,inTheMoney,intrinsicValue,extrinsicValue,underlyingPrice,is_illiquid
PG,2025-06-23,PG260116C00110000,PG,2026-01-16 21:00:00,call,110,2023-09-11 13:30:00,207,2025-06-23 20:00:00,51.3,72,52.3,53.3,59,55.45,9,0,True,51.03,1.27,161.03,False
PG,2025-06-23,PG260116C00115000,PG,2026-01-16 21:00:00,call,115,2023-09-11 13:30:00,207,2025-06-23 20:00:00,47.3,50,47.95,48.6,50,46.8,4,0,True,46.03,1.92,161.03,False
PG,2025-06-23,PG260116C00120000,PG,2026-01-16 21:00:00,call,120,2023-09-11 13:30:00,207,2025-06-23 20:00:00,42.75,23,43.325,43.9,25,49.56,16,0,True,41.03,2.295,161.03,False
PG,2025-06-23,PG260116C00125000,PG,2026-01-16 21:00:00,call,125,2023-09-11 13:30:00,207,2025-06-23 20:00:00,37.35,264,38.325,39.3,50,37.63,78,0,True,36.03,2.295,161.03,False
PG,2025-06-23,PG260116C00130000,PG,2026-01-16 21:00:00,call,130,2023-09-11 13:30:00,207,2025-06-23 20:00:00,33.7,36,34.025,34.35,19,39.95,181,0,True,31.03,2.995,161.03,False
PG,2025-06-23,PG260116C00135000,PG,2026-01-16 21:00:00,call,135,2023-09-11 13:30:00,207,2025-06-23 20:00:00,29.45,10,29.85,30.25,10,30.81,180,0,True,26.03,3.82,161.03,False
PG,2025-06-23,PG260116C00140000,PG,2026-01-16 21:00:00,call,140,2023-09-11 13:30:00,207,2025-06-23 20:00:00,25.35,10,25.675,26.0,23,23.8,150,0,True,21.03,4.645,161.03,False
PG,2025-06-23,PG260116C00145000,PG,2026-01-16 21:00:00,call,145,2023-09-11 13:30:00,207,2025-06-23 20:00:00,20.75,431,21.375,22.0,38,21.2,333,5,True,16.03,5.345,161.03,False
PG,2025-06-23,PG260116C00150000,PG,2026-01-16 21:00:00,call,150,2023-09-11 13:30:00,207,2025-06-23 20:00:00,17.45,12,17.85,18.25,17,17.55,657,5,True,11.03,6.82,161.03,False
PG,2025-06-23,PG260116C00155000,PG,2026-01-16 21:00:00,call,155,2023-09-11 13:30:00,207,2025-06-23 20:00:00,14.15,16,14.425,14.7,16,12.5,1282,0,True,6.03,8.395,161.03,False
PG,2025-06-23,PG260116C00160000,PG,2026-01-16 21:00:00,call,160,2023-09-11 13:30:00,207,2025-06-23 20:00:00,10.95,167,11.25,11.55,71,11.0,1337,44,True,1.03,10.22,161.03,False
PG,2025-06-23,PG260116C00165000,PG,2026-01-16 21:00:00,call,165,2023-09-11 13:30:00,207,2025-06-23 20:00:00,8.2,74,8.475,8.75,20,8.1,2098,61,False,0.0,8.475,161.03,False
